fecha,ftrt_index_v2,ssn
2020-12-01,5.42594,56.0
2020-12-02,5.216024,48.0
2020-12-03,4.9718,45.0
2020-12-04,4.699678,41.0
2020-12-05,4.405108,37.0
2020-12-06,4.092683,25.0
2020-12-07,3.766314,21.0
2020-12-08,3.429402,14.0
2020-12-09,3.084973,14.0
2020-12-10,2.735785,12.0
2020-12-11,2.384403,12.0
2020-12-12,2.033249,11.0
2020-12-13,1.684641,11.0
2020-12-14,1.340813,13.0
2020-12-15,1.003932,20.0
2020-12-16,0.6761,14.0
2020-12-17,0.359358,13.0
2020-12-18,0.055684,7.0
2020-12-19,-0.233014,0.0
2020-12-20,-0.504907,0.0
2020-12-21,-0.758252,12.0
2020-12-22,-0.99141,12.0
2020-12-23,-1.202852,24.0
2020-12-24,-1.39118,28.0
2020-12-25,-1.55514,31.0
2020-12-26,-1.693637,35.0
2020-12-27,-1.805752,33.0
2020-12-28,-1.89076,30.0
2020-12-29,-1.948146,32.0
2020-12-30,-6.215832,32.0
2020-12-31,-6.217353,34.0
2021-01-01,-6.191141,24.0
2021-01-02,-6.137702,17.0
2021-01-03,-6.057855,0.0
2021-01-04,-5.95276,0.0
2021-01-05,-5.823957,0.0
2021-01-06,-5.673417,0.0
2021-01-07,-5.503607,0.0
2021-01-08,-1.079358,0.0
2021-01-09,-0.880812,0.0
2021-01-10,-0.67429,0.0
2021-01-11,-0.465279,0.0
2021-01-12,-0.260403,0.0
2021-01-13,-0.067597,0.0
2021-01-14,0.103729,3.0
2021-01-15,0.2426,14.0
2021-01-16,0.33652,12.0
2021-01-17,0.371749,14.0
2021-01-18,0.333898,12.0
2021-01-19,0.208902,20.0
2021-01-20,-0.015681,21.0
2021-01-21,-0.34917,25.0
2021-01-22,-0.796274,35.0
2021-01-23,-1.355836,32.0
2021-01-24,-2.019954,23.0
2021-01-25,-2.773575,27.0
2021-01-26,-3.594654,17.0
2021-01-27,-6.657166,20.0
2021-01-28,-7.523982,7.0
2021-01-29,-8.362259,0.0
2021-01-30,-9.137634,0.0
2021-01-31,-9.819546,0.0
2021-02-01,-8.181947,0.0
2021-02-02,-8.614079,9.0
2021-02-03,-8.908185,7.0
2021-02-04,-9.067565,0.0
2021-02-05,-11.304767,0.0
2021-02-06,-11.230467,0.0
2021-02-07,-11.064132,0.0
2021-02-08,-10.823315,2.0
2021-02-09,-10.524458,2.0
2021-02-10,-7.979912,0.0
2021-02-11,-7.606332,0.0
2021-02-12,-11.449834,0.0
2021-02-13,-11.042063,0.0
2021-02-14,-10.627566,0.0
2021-02-15,-10.211266,0.0
2021-02-16,-9.796967,0.0
2021-02-17,-9.387614,0.0
2021-02-18,-8.985512,10.0
2021-02-19,-8.592511,9.0
2021-02-20,-8.210143,9.0
2021-02-21,-7.839743,10.0
2021-02-22,-7.482527,16.0
2021-02-23,-7.139668,36.0
2021-02-24,-6.812333,38.0
2021-02-25,-6.501721,34.0
2021-02-26,-6.209077,18.0
2021-02-27,-5.935698,17.0
2021-02-28,-5.682922,13.0
2021-03-01,-5.45211,10.0
2021-03-02,-1.006404,16.0
2021-03-03,-0.823526,35.0
2021-03-04,-0.666464,30.0
2021-03-05,-0.536252,13.0
2021-03-06,-0.433702,7.0
2021-03-07,-0.359337,21.0
2021-03-08,-0.313334,14.0
2021-03-09,-0.295475,15.0
2021-03-10,-0.305112,17.0
2021-03-11,-0.341148,22.0
2021-03-12,-0.402036,14.0
2021-03-13,-0.485795,11.0
2021-03-14,-0.590047,23.0
2021-03-15,-0.712057,24.0
2021-03-16,-0.848796,19.0
2021-03-17,-0.996993,13.0
2021-03-18,-1.153203,13.0
2021-03-19,-1.313867,13.0
2021-03-20,-1.475371,11.0
2021-03-21,-1.634098,8.0
2021-03-22,-1.786479,22.0
2021-03-23,-1.929035,27.0
2021-03-24,-2.058412,30.0
2021-03-25,-2.171412,27.0
2021-03-26,-2.265019,25.0
2021-03-27,-2.336412,19.0
2021-03-28,-6.621191,12.0
2021-03-29,-6.640539,12.0
2021-03-30,-6.630489,9.0
2021-03-31,-6.589075,0.0
2021-04-01,-6.514536,0.0
2021-04-02,-6.405305,0.0
2021-04-03,-6.259997,4.0
2021-04-04,-6.077393,12.0
2021-04-05,-5.856426,11.0
2021-04-06,-1.357962,6.0
2021-04-07,-1.057639,0.0
2021-04-08,-0.716601,0.0
2021-04-09,-0.334364,0.0
2021-04-10,0.089365,0.0
2021-04-11,0.55463,10.0
2021-04-12,1.061129,14.0
2021-04-13,1.608092,19.0
2021-04-14,2.194089,21.0
2021-04-15,2.816798,25.0
2021-04-16,3.472692,35.0
2021-04-17,4.156682,15.0
2021-04-18,4.861706,18.0
2021-04-19,5.578348,36.0
2021-04-20,4.092359,57.0
2021-04-21,4.793205,46.0
2021-04-22,5.455028,44.0
2021-04-23,4.963742,37.0
2021-04-24,4.204023,54.0
2021-04-25,5.575144,55.0
2021-04-26,4.698032,50.0
2021-04-27,3.80759,55.0
2021-04-28,2.941087,46.0
2021-04-29,2.135839,37.0
2021-04-30,1.424435,28.0
2021-05-01,0.830918,10.0
2021-05-02,0.368788,0.0
2021-05-03,0.041005,0.0
2021-05-04,-2.360596,0.0
2021-05-05,-2.444142,0.0
2021-05-06,-2.428185,0.0
2021-05-07,-2.330748,10.0
2021-05-08,-2.169849,17.0
2021-05-09,0.239722,20.0
2021-05-10,0.478244,34.0
2021-05-11,0.734315,32.0
2021-05-12,0.996117,33.0
2021-05-13,1.253446,30.0
2021-05-14,1.497541,26.0
2021-05-15,1.720913,28.0
2021-05-16,1.917218,13.0
2021-05-17,2.08118,14.0
2021-05-18,2.20856,28.0
2021-05-19,2.29616,27.0
2021-05-20,2.341838,20.0
2021-05-21,2.344506,14.0
2021-05-22,2.304088,19.0
2021-05-23,2.221432,27.0
2021-05-24,2.098158,31.0
2021-05-25,1.936496,41.0
2021-05-26,1.739093,41.0
2021-05-27,1.508849,41.0
2021-05-28,1.24877,31.0
2021-05-29,0.961866,15.0
2021-05-30,0.651077,26.0
2021-05-31,0.319231,30.0
2021-06-01,-0.030971,22.0
2021-06-02,-0.39696,29.0
2021-06-03,-0.776284,31.0
2021-06-04,-3.368774,35.0
2021-06-05,-5.969991,38.0
2021-06-06,-6.375566,38.0
2021-06-07,-6.785531,49.0
2021-06-08,-7.197774,34.0
2021-06-09,-7.610208,25.0
2021-06-10,-8.020754,27.0
2021-06-11,-8.427342,19.0
2021-06-12,-8.827902,8.0
2021-06-13,-9.220367,15.0
2021-06-14,-9.602674,12.0
2021-06-15,-7.770591,11.0
2021-06-16,-8.126431,11.0
2021-06-17,-8.466004,12.0
2021-06-18,-8.787329,21.0
2021-06-19,-9.088469,15.0
2021-06-20,-9.367549,14.0
2021-06-21,-9.62276,13.0
2021-06-22,-9.852372,16.0
2021-06-23,-12.256923,12.0
2021-06-24,-14.466548,11.0
2021-06-25,-14.609914,23.0
2021-06-26,-14.721708,19.0
2021-06-27,-14.800683,33.0
2021-06-28,-14.845682,46.0
2021-06-29,-14.855622,56.0
2021-06-30,-14.829485,54.0
2021-07-01,-14.766298,57.0
2021-07-02,-14.665112,62.0
2021-07-03,-10.286769,60.0
2021-07-04,-10.106729,50.0
2021-07-05,-9.885788,45.0
2021-07-06,-9.622911,49.0
2021-07-07,-9.31703,20.0
2021-07-08,-8.967068,16.0
2021-07-09,-8.572005,11.0
2021-07-10,-8.130998,15.0
2021-07-11,-7.643583,21.0
2021-07-12,-4.907831,23.0
2021-07-13,-4.32957,21.0
2021-07-14,-3.710112,30.0
2021-07-15,-3.056101,22.0
2021-07-16,-2.378935,35.0
2021-07-17,-1.69684,49.0
2021-07-18,-1.037259,48.0
2021-07-19,-0.438885,48.0
2021-07-20,0.04821,46.0
2021-07-21,-3.871195,72.0
2021-07-22,-3.773063,76.0
2021-07-23,-3.926075,57.0
2021-07-24,-4.324266,32.0
2021-07-25,-4.923678,36.0
2021-07-26,-5.654777,31.0
2021-07-27,-6.440437,18.0
2021-07-28,-7.210969,6.0
2021-07-29,-7.912734,3.0
2021-07-30,-8.510689,0.0
2021-07-31,-8.986794,3.0
2021-08-01,-9.336339,8.0
2021-08-02,-9.563788,13.0
2021-08-03,-9.679078,17.0
2021-08-04,-9.694769,17.0
2021-08-05,-11.826272,22.0
2021-08-06,-11.681952,8.0
2021-08-07,-11.475562,0.0
2021-08-08,-11.217295,0.0
2021-08-09,-10.915943,7.0
2021-08-10,-10.57901,0.0
2021-08-11,-10.21289,18.0
2021-08-12,-7.620876,7.0
2021-08-13,-7.212063,9.0
2021-08-14,-6.788461,19.0
2021-08-15,-6.353857,21.0
2021-08-16,-5.911788,20.0
2021-08-17,-5.465659,15.0
2021-08-18,-5.01886,13.0
2021-08-19,-4.574872,22.0
2021-08-20,-4.13736,12.0
2021-08-21,0.527942,16.0
2021-08-22,0.940308,19.0
2021-08-23,1.333204,16.0
2021-08-24,1.70139,20.0
2021-08-25,2.039104,36.0
2021-08-26,2.3401,48.0
2021-08-27,2.597769,71.0
2021-08-28,2.805408,75.0
2021-08-29,2.956637,51.0
2021-08-30,3.045969,43.0
2021-08-31,3.06943,39.0
2021-09-01,0.822914,38.0
2021-09-02,0.711161,33.0
2021-09-03,0.534623,26.0
2021-09-04,0.297798,71.0
2021-09-05,0.006512,74.0
2021-09-06,-0.332626,83.0
2021-09-07,1.489499,84.0
2021-09-08,1.075486,97.0
2021-09-09,0.634276,101.0
2021-09-10,0.172335,96.0
2021-09-11,-2.506406,72.0
2021-09-12,-2.991868,49.0
2021-09-13,-3.480897,33.0
2021-09-14,-3.968557,23.0
2021-09-15,-4.450306,10.0
2021-09-16,-4.921988,0.0
2021-09-17,-5.379825,0.0
2021-09-18,-5.820403,0.0
2021-09-19,-6.240653,13.0
2021-09-20,-6.637839,43.0
2021-09-21,-7.009525,65.0
2021-09-22,-7.353559,81.0
2021-09-23,-7.668037,70.0
2021-09-24,-5.749102,60.0
2021-09-25,-10.237824,45.0
2021-09-26,-10.454265,50.0
2021-09-27,-10.635409,50.0
2021-09-28,-10.780106,57.0
2021-09-29,-8.851202,70.0
2021-09-30,-8.919633,45.0
2021-10-01,-8.948173,38.0
2021-10-02,-8.935519,34.0
2021-10-03,-8.880214,27.0
2021-10-04,-8.780594,35.0
2021-10-05,-8.634749,30.0
2021-10-06,-8.440494,26.0
2021-10-07,-8.19536,16.0
2021-10-08,-7.896628,19.0
2021-10-09,-7.54142,23.0
2021-10-10,-7.126909,38.0
2021-10-11,-6.65069,30.0
2021-10-12,-6.111423,17.0
2021-10-13,-3.307686,20.0
2021-10-14,-2.648265,20.0
2021-10-15,-1.941365,12.0
2021-10-16,-1.206315,11.0
2021-10-17,-0.4748,0.0
2021-10-18,0.206418,17.0
2021-10-19,0.775931,13.0
2021-10-20,1.16525,12.0
2021-10-21,1.316513,17.0
2021-10-22,1.205679,36.0
2021-10-23,0.855768,48.0
2021-10-24,0.328258,40.0
2021-10-25,-0.299928,66.0
2021-10-26,-0.957451,90.0
2021-10-27,-1.589606,103.0
2021-10-28,-2.160576,97.0
2021-10-29,-2.650857,82.0
2021-10-30,-3.053004,76.0
2021-10-31,-3.367498,65.0
2021-11-01,-3.599451,51.0
2021-11-02,0.091516,43.0
2021-11-03,0.001602,33.0
2021-11-04,-0.029528,28.0
2021-11-05,-0.009443,37.0
2021-11-06,0.055056,34.0
2021-11-07,0.157991,30.0
2021-11-08,-3.553622,40.0
2021-11-09,-3.388677,44.0
2021-11-10,-3.198827,41.0
2021-11-11,-2.987405,43.0
2021-11-12,-2.757312,36.0
2021-11-13,-2.511095,27.0
2021-11-14,-2.25102,20.0
2021-11-15,1.868655,24.0
2021-11-16,2.150459,32.0
2021-11-17,2.440409,29.0
2021-11-18,-1.110985,23.0
2021-11-19,-0.809806,22.0
2021-11-20,-0.505504,22.0
2021-11-21,-0.199758,23.0
2021-11-22,0.105706,23.0
2021-11-23,-1.793074,33.0
2021-11-24,-1.493609,43.0
2021-11-25,1.002151,26.0
2021-11-26,1.287814,44.0
2021-11-27,1.563432,41.0
2021-11-28,5.674602,48.0
2021-11-29,5.923496,44.0
2021-11-30,6.155654,59.0
2021-12-01,6.36887,43.0
2021-12-02,6.561056,38.0
2021-12-03,6.730334,29.0
2021-12-04,6.875138,19.0
2021-12-05,6.994326,24.0
2021-12-06,7.087288,13.0
2021-12-07,7.154036,12.0
2021-12-08,7.195257,6.0
2021-12-09,7.212323,0.0
2021-12-10,7.207258,0.0
2021-12-11,7.182649,0.0
2021-12-12,3.293744,13.0
2021-12-13,3.239487,24.0
2021-12-14,3.175633,46.0
2021-12-15,3.105789,78.0
2021-12-16,3.03352,107.0
2021-12-17,0.760088,111.0
2021-12-18,0.69309,109.0
2021-12-19,0.633358,118.0
2021-12-20,0.583631,121.0
2021-12-21,0.54636,132.0
2021-12-22,2.725877,150.0
2021-12-23,2.719675,145.0
2021-12-24,2.731467,118.0
2021-12-25,2.762462,114.0
2021-12-26,2.813526,95.0
2021-12-27,2.885142,107.0
2021-12-28,2.97735,103.0
2021-12-29,0.887469,87.0
2021-12-30,1.018661,69.0
2021-12-31,1.166644,60.0
2022-01-01,1.328083,48.0
2022-01-02,3.700139,27.0
2022-01-03,3.871159,10.0
2022-01-04,4.032988,10.0
2022-01-05,4.171461,23.0
2022-01-06,4.26803,34.0
2022-01-07,4.300064,44.0
2022-01-08,4.24274,44.0
2022-01-09,4.072817,54.0
2022-01-10,3.773207,54.0
2022-01-11,3.33634,51.0
2022-01-12,2.765218,76.0
2022-01-13,2.072867,85.0
2022-01-14,1.281354,98.0
2022-01-15,4.268414,95.0
2022-01-16,3.374403,102.0
2022-01-17,2.486048,80.0
2022-01-18,-2.206431,66.0
2022-01-19,-2.97441,58.0
2022-01-20,-3.640784,57.0
2022-01-21,-4.190412,23.0
2022-01-22,-4.617797,24.0
2022-01-23,-9.163801,20.0
2022-01-24,-9.360561,33.0
2022-01-25,-9.458375,52.0
2022-01-26,-9.470805,69.0
2022-01-27,-9.411375,81.0
2022-01-28,-5.054394,72.0
2022-01-29,-4.887307,66.0
2022-01-30,-4.681266,83.0
2022-01-31,-4.444021,75.0
2022-02-01,-4.181866,77.0
2022-02-02,-3.899849,72.0
2022-02-03,-3.601989,80.0
2022-02-04,0.556317,100.0
2022-02-05,0.876945,91.0
2022-02-06,1.205645,78.0
2022-02-07,1.540743,76.0
2022-02-08,1.880828,75.0
2022-02-09,2.224661,68.0
2022-02-10,2.571105,72.0
2022-02-11,2.919057,75.0
2022-02-12,3.267399,54.0
2022-02-13,3.614948,46.0
2022-02-14,3.960411,63.0
2022-02-15,4.30235,81.0
2022-02-16,4.639143,87.0
2022-02-17,1.121159,80.0
2022-02-18,1.441894,49.0
2022-02-19,1.751194,42.0
2022-02-20,2.046404,48.0
2022-02-21,2.324569,48.0
2022-02-22,6.43024,38.0
2022-02-23,6.664352,36.0
2022-02-24,3.023267,32.0
2022-02-25,3.198914,23.0
2022-02-26,3.340032,25.0
2022-02-27,3.443589,32.0
2022-02-28,3.507283,56.0
2022-03-01,3.529811,72.0
2022-03-02,3.511074,78.0
2022-03-03,3.45226,88.0
2022-03-04,3.355793,87.0
2022-03-05,3.225161,85.0
2022-03-06,3.064667,79.0
2022-03-07,2.879165,89.0
2022-03-08,2.673813,91.0
2022-03-09,2.453871,89.0
2022-03-10,2.224546,94.0
2022-03-11,1.990891,91.0
2022-03-12,1.757724,91.0
2022-03-13,1.529583,85.0
2022-03-14,1.310702,84.0
2022-03-15,1.10499,75.0
2022-03-16,0.916029,62.0
2022-03-17,0.747078,50.0
2022-03-18,0.601083,35.0
2022-03-19,0.480693,36.0
2022-03-20,0.388286,52.0
2022-03-21,0.325994,51.0
2022-03-22,0.295733,47.0
2022-03-23,0.299238,49.0
2022-03-24,0.338098,51.0
2022-03-25,0.413789,51.0
2022-03-26,0.527711,61.0
2022-03-27,0.681213,96.0
2022-03-28,0.875614,137.0
2022-03-29,1.112211,142.0
2022-03-30,1.392269,115.0
2022-03-31,5.564773,124.0
2022-04-01,5.935183,130.0
2022-04-02,6.35205,121.0
2022-04-03,6.81564,118.0
2022-04-04,7.325418,82.0
2022-04-05,7.879621,86.0
2022-04-06,8.474707,74.0
2022-04-07,9.104676,57.0
2022-04-08,9.760344,53.0
2022-04-09,10.428647,38.0
2022-04-10,11.091433,21.0
2022-04-11,11.448177,11.0
2022-04-12,10.758422,14.0
2022-04-13,9.96769,33.0
2022-04-14,9.106238,41.0
2022-04-15,8.204447,46.0
2022-04-16,7.298815,64.0
2022-04-17,6.427168,86.0
2022-04-18,5.623242,100.0
2022-04-19,4.912524,95.0
2022-04-20,0.462551,99.0
2022-04-21,-0.025594,113.0
2022-04-22,-0.40219,111.0
