fecha,ftrt_index,ssn
2020-05-03,-1.853873,0.0
2020-05-04,-1.416206,0.0
2020-05-05,-0.996564,0.0
2020-05-06,-0.597989,0.0
2020-05-07,-0.223913,0.0
2020-05-08,0.12123,0.0
2020-05-09,-1.770623,0.0
2020-05-10,-1.50246,0.0
2020-05-11,-1.284568,0.0
2020-05-12,-1.124434,0.0
2020-05-13,-1.027146,0.0
2020-05-14,-0.993841,0.0
2020-05-15,-1.021002,0.0
2020-05-16,-1.100844,0.0
2020-05-17,-1.222581,0.0
2020-05-18,-1.374004,0.0
2020-05-19,-1.542871,0.0
2020-05-20,-1.717807,0.0
2020-05-21,-1.88872,0.0
2020-05-22,-2.046929,0.0
2020-05-23,-2.185172,0.0
2020-05-24,-0.095473,0.0
2020-05-25,-0.177957,0.0
2020-05-26,-0.227908,0.0
2020-05-27,-0.244511,0.0
2020-05-28,-2.43074,0.0
2020-05-29,-2.384359,0.0
2020-05-30,-2.310581,0.0
2020-05-31,-2.212914,2.0
2020-06-01,-2.094947,6.0
2020-06-02,-1.960057,0.0
2020-06-03,-0.864256,9.0
2020-06-04,-0.704025,11.0
2020-06-05,-0.534428,13.0
2020-06-06,-0.357076,16.0
2020-06-07,-0.1732,16.0
2020-06-08,0.016272,16.0
2020-06-09,0.210647,14.0
2020-06-10,0.40941,12.0
2020-06-11,0.612158,11.0
2020-06-12,0.818562,11.0
2020-06-13,1.028322,11.0
2020-06-14,1.241135,11.0
2020-06-15,2.711863,8.0
2020-06-16,2.929723,0.0
2020-06-17,3.149448,0.0
2020-06-18,1.168304,0.0
2020-06-19,1.389984,0.0
2020-06-20,1.611535,0.0
2020-06-21,1.832051,0.0
2020-06-22,3.052157,0.0
2020-06-23,3.267367,0.0
2020-06-24,3.478037,0.0
2020-06-25,3.682733,0.0
2020-06-26,3.879902,6.0
2020-06-27,4.067882,4.0
2020-06-28,2.855877,0.0
2020-06-29,3.020168,0.0
2020-06-30,3.169858,0.0
2020-07-01,3.303098,4.0
2020-07-02,2.604951,2.0
2020-07-03,2.699945,0.0
2020-07-04,2.773355,7.0
2020-07-05,2.823756,5.0
2020-07-06,1.457864,5.0
2020-07-07,2.850963,8.0
2020-07-08,2.826163,0.0
2020-07-09,2.775193,0.0
2020-07-10,2.698027,0.0
2020-07-11,2.594961,0.0
2020-07-12,2.466599,0.0
2020-07-13,2.313832,0.0
2020-07-14,2.137816,0.0
2020-07-15,1.939933,2.0
2020-07-16,2.922281,0.0
2020-07-17,2.685561,0.0
2020-07-18,2.432161,0.0
2020-07-19,2.164048,0.0
2020-07-20,1.883266,0.0
2020-07-21,1.591917,6.0
2020-07-22,1.292164,11.0
2020-07-23,0.986239,11.0
2020-07-24,1.623469,11.0
2020-07-25,1.312435,11.0
2020-07-26,1.003008,11.0
2020-07-27,0.69867,11.0
2020-07-28,0.403877,20.0
2020-07-29,0.124601,21.0
2020-07-30,-0.131014,21.0
2020-07-31,-0.352071,21.0
2020-08-01,-0.524879,26.0
2020-08-02,-0.634184,15.0
2020-08-03,-0.666198,11.0
2020-08-04,-0.612932,11.0
2020-08-05,-0.475823,12.0
2020-08-06,-0.266437,14.0
2020-08-07,-0.004062,17.0
2020-08-08,0.287982,12.0
2020-08-09,0.585499,13.0
2020-08-10,3.067907,13.0
2020-08-11,3.311421,12.0
2020-08-12,3.503744,17.0
2020-08-13,3.636362,10.0
2020-08-14,3.706729,5.0
2020-08-15,3.71733,0.0
2020-08-16,3.674158,0.0
2020-08-17,3.585104,0.0
2020-08-18,3.458601,13.0
2020-08-19,3.302667,16.0
2020-08-20,3.124362,12.0
2020-08-21,2.929547,3.0
2020-08-22,2.722859,0.0
2020-08-23,2.507809,0.0
2020-08-24,2.286929,0.0
2020-08-25,2.06194,0.0
2020-08-26,1.833911,0.0
2020-08-27,1.603398,0.0
2020-08-28,1.370565,0.0
2020-08-29,1.135286,0.0
2020-08-30,0.897225,0.0
2020-08-31,0.655908,0.0
2020-09-01,0.410782,0.0
2020-09-02,0.161262,0.0
2020-09-03,-0.093224,0.0
2020-09-04,-0.353192,0.0
2020-09-05,-0.619064,0.0
2020-09-06,-0.891127,0.0
2020-09-07,-1.169486,0.0
2020-09-08,-1.454004,0.0
2020-09-09,-1.744207,0.0
2020-09-10,-1.482555,0.0
2020-09-11,-1.780314,0.0
2020-09-12,-2.077225,0.0
2020-09-13,-2.364733,0.0
2020-09-14,-2.617892,2.0
2020-09-15,-2.755113,0.0
2020-09-16,-2.66754,0.0
2020-09-17,-2.44163,0.0
2020-09-18,-2.178468,0.0
2020-09-19,-1.910283,0.0
2020-09-20,-1.647339,0.0
2020-09-21,-1.950313,0.0
2020-09-22,-1.708063,0.0
2020-09-23,-3.6804,7.0
2020-09-24,-3.463595,5.0
2020-09-25,-3.260204,4.0
2020-09-26,-3.070466,0.0
2020-09-27,-2.894544,0.0
2020-09-28,-2.732557,0.0
2020-09-29,-2.58461,0.0
2020-09-30,-2.450807,0.0
2020-10-01,-2.331258,0.0
2020-10-02,-2.226087,0.0
2020-10-03,-3.082411,0.0
2020-10-04,-3.006413,0.0
2020-10-05,-2.945228,0.0
2020-10-06,-2.899011,0.0
2020-10-07,-2.867921,0.0
2020-10-08,-2.852118,6.0
2020-10-09,-2.85177,20.0
2020-10-10,-2.867055,18.0
2020-10-11,-2.898176,20.0
2020-10-12,-1.998393,14.0
2020-10-13,-2.061963,0.0
2020-10-14,-2.142284,4.0
2020-10-15,-2.23984,13.0
2020-10-16,-2.355246,13.0
2020-10-17,-2.489288,14.0
2020-10-18,-2.642943,21.0
2020-10-19,-2.817413,17.0
2020-10-20,-3.961121,14.0
2020-10-21,-4.181799,14.0
2020-10-22,-4.428334,12.0
2020-10-23,-4.702777,17.0
2020-10-24,-5.007146,18.0
2020-10-25,-5.343059,19.0
2020-10-26,-4.763907,22.0
2020-10-27,-5.159897,41.0
2020-10-28,-5.555047,35.0
2020-10-29,-5.612813,42.0
2020-10-30,-5.204607,34.0
2020-10-31,-2.549156,26.0
2020-11-01,-2.10622,5.0
2020-11-02,-3.892058,9.0
2020-11-03,-3.513171,16.0
2020-11-04,-3.179882,26.0
2020-11-05,-2.897859,31.0
2020-11-06,-2.670267,41.0
2020-11-07,-2.497834,38.0
2020-11-08,-2.379057,44.0
2020-11-09,-4.512761,29.0
2020-11-10,-2.287735,29.0
2020-11-11,-2.305072,29.0
2020-11-12,-2.356931,32.0
2020-11-13,-2.437827,26.0
2020-11-14,-4.744884,20.0
2020-11-15,-4.869221,5.0
2020-11-16,-5.009009,0.0
2020-11-17,-5.160664,10.0
2020-11-18,-5.320877,13.0
2020-11-19,-5.486435,13.0
2020-11-20,-5.654009,13.0
2020-11-21,-3.61775,26.0
2020-11-22,-3.777737,34.0
2020-11-23,-3.926682,48.0
2020-11-24,-4.058487,44.0
2020-11-25,-1.963992,53.0
2020-11-26,-2.04028,58.0
2020-11-27,-2.078861,75.0
2020-11-28,-2.07602,86.0
2020-11-29,-4.234011,96.0
2020-11-30,-4.152272,87.0
2020-12-01,-1.837018,56.0
2020-12-02,-1.699587,48.0
2020-12-03,-1.544345,45.0
2020-12-04,-1.37682,41.0
2020-12-05,-1.201419,37.0
2020-12-06,-1.021543,25.0
2020-12-07,-0.839782,21.0
2020-12-08,-0.658094,14.0
2020-12-09,-0.477965,14.0
2020-12-10,-0.300527,12.0
2020-12-11,-0.126659,12.0
2020-12-12,0.042944,11.0
2020-12-13,0.207715,11.0
2020-12-14,0.367167,13.0
2020-12-15,0.520863,20.0
2020-12-16,0.668387,14.0
2020-12-17,0.809324,13.0
2020-12-18,0.943248,7.0
2020-12-19,1.069711,0.0
2020-12-20,1.188239,0.0
2020-12-21,1.298335,12.0
2020-12-22,1.39948,12.0
2020-12-23,1.491148,24.0
2020-12-24,1.572814,28.0
2020-12-25,1.643971,31.0
2020-12-26,1.704145,35.0
2020-12-27,1.752918,33.0
2020-12-28,1.789943,30.0
2020-12-29,1.814961,32.0
2020-12-30,0.880839,32.0
2020-12-31,0.881503,34.0
2021-01-01,0.870067,24.0
2021-01-02,0.846768,17.0
2021-01-03,0.811986,0.0
2021-01-04,0.766257,0.0
2021-01-05,0.710282,0.0
2021-01-06,0.644934,0.0
2021-01-07,0.571285,0.0
2021-01-08,1.437611,0.0
2021-01-09,1.351516,0.0
2021-01-10,1.261876,0.0
2021-01-11,1.170992,0.0
2021-01-12,1.081673,0.0
2021-01-13,0.99734,0.0
2021-01-14,0.922127,3.0
2021-01-15,0.86094,14.0
2021-01-16,0.819433,12.0
2021-01-17,0.803836,14.0
2021-01-18,0.820593,12.0
2021-01-19,0.875807,20.0
2021-01-20,0.974579,21.0
2021-01-21,1.120405,25.0
2021-01-22,1.314837,35.0
2021-01-23,1.557484,32.0
2021-01-24,1.846297,23.0
2021-01-25,2.177873,27.0
2021-01-26,2.54745,17.0
2021-01-27,0.746214,20.0
2021-01-28,1.169038,7.0
2021-01-29,1.600427,0.0
2021-01-30,2.022919,0.0
2021-01-31,2.415931,0.0
2021-02-01,4.96046,0.0
2021-02-02,5.233804,9.0
2021-02-03,5.425811,7.0
2021-02-04,5.53197,0.0
2021-02-05,3.353325,0.0
2021-02-06,3.303493,0.0
2021-02-07,3.193122,0.0
2021-02-08,3.036179,2.0
2021-02-09,2.845939,2.0
2021-02-10,4.836086,0.0
2021-02-11,4.611574,0.0
2021-02-12,3.434717,0.0
2021-02-13,3.204662,0.0
2021-02-14,2.978039,0.0
2021-02-15,2.757235,0.0
2021-02-16,2.543739,0.0
2021-02-17,2.338402,0.0
2021-02-18,2.141645,10.0
2021-02-19,1.953613,9.0
2021-02-20,1.774297,9.0
2021-02-21,1.603613,10.0
2021-02-22,1.441464,16.0
2021-02-23,1.287785,36.0
2021-02-24,1.142568,38.0
2021-02-25,1.005885,34.0
2021-02-26,0.877892,18.0
2021-02-27,0.758839,17.0
2021-02-28,0.649058,13.0
2021-03-01,0.548958,10.0
2021-03-02,1.405982,16.0
2021-03-03,1.326663,35.0
2021-03-04,1.258476,30.0
2021-03-05,1.201876,13.0
2021-03-06,1.157242,7.0
2021-03-07,1.124838,21.0
2021-03-08,1.104775,14.0
2021-03-09,1.096983,15.0
2021-03-10,1.101188,17.0
2021-03-11,1.116907,22.0
2021-03-12,1.143448,14.0
2021-03-13,1.179922,11.0
2021-03-14,1.225268,23.0
2021-03-15,1.278278,24.0
2021-03-16,1.337627,19.0
2021-03-17,1.401901,13.0
2021-03-18,1.469624,13.0
2021-03-19,1.539283,13.0
2021-03-20,1.609343,11.0
2021-03-21,1.678267,8.0
2021-03-22,1.74453,22.0
2021-03-23,1.806627,27.0
2021-03-24,1.863094,30.0
2021-03-25,1.912512,27.0
2021-03-26,1.953527,25.0
2021-03-27,1.98486,19.0
2021-03-28,1.058343,12.0
2021-03-29,1.066852,12.0
2021-03-30,1.062432,9.0
2021-03-31,1.044228,0.0
2021-04-01,1.011505,0.0
2021-04-02,0.963642,0.0
2021-04-03,0.900117,4.0
2021-04-04,0.820493,12.0
2021-04-05,0.724386,11.0
2021-04-06,1.558406,6.0
2021-04-07,1.428195,0.0
2021-04-08,1.280252,0.0
2021-04-09,1.113949,0.0
2021-04-10,0.928444,0.0
2021-04-11,0.722605,10.0
2021-04-12,0.494928,14.0
2021-04-13,0.243462,19.0
2021-04-14,-0.034258,21.0
2021-04-15,-0.341259,25.0
2021-04-16,-0.681123,35.0
2021-04-17,-1.057902,15.0
2021-04-18,-1.475903,18.0
2021-04-19,-1.939272,36.0
2021-04-20,-4.653496,57.0
2021-04-21,-5.215589,46.0
2021-04-22,-5.819527,44.0
2021-04-23,-5.363541,37.0
2021-04-24,-4.738589,54.0
2021-04-25,-1.9371,55.0
2021-04-26,-1.375823,50.0
2021-04-27,-0.862444,55.0
2021-04-28,-0.404251,46.0
2021-04-29,-0.006207,37.0
2021-04-30,0.328643,28.0
2021-05-01,0.598948,10.0
2021-05-02,0.805148,0.0
2021-05-03,0.949696,0.0
2021-05-04,-1.165074,0.0
2021-05-05,-1.128556,0.0
2021-05-06,-1.135526,0.0
2021-05-07,-1.178134,10.0
2021-05-08,-1.248669,17.0
2021-05-09,0.862211,20.0
2021-05-10,0.756589,34.0
2021-05-11,0.642322,32.0
2021-05-12,0.524402,33.0
2021-05-13,0.407252,30.0
2021-05-14,0.294832,26.0
2021-05-15,0.190724,28.0
2021-05-16,0.098161,13.0
2021-05-17,0.020019,14.0
2021-05-18,-0.041243,28.0
2021-05-19,-0.083669,27.0
2021-05-20,-0.10589,20.0
2021-05-21,-0.10719,14.0
2021-05-22,-0.087521,19.0
2021-05-23,-0.047462,27.0
2021-05-24,0.011883,31.0
2021-05-25,0.089014,41.0
2021-05-26,0.182195,41.0
2021-05-27,0.289591,41.0
2021-05-28,0.409393,31.0
2021-05-29,0.539898,15.0
2021-05-30,0.679574,26.0
2021-05-31,0.827082,30.0
2021-06-01,0.981285,22.0
2021-06-02,1.141236,29.0
2021-06-03,1.306161,31.0
2021-06-04,-0.726746,35.0
2021-06-05,-2.755824,38.0
2021-06-06,-2.57933,38.0
2021-06-07,-2.399822,49.0
2021-06-08,-2.217666,34.0
2021-06-09,-2.033238,25.0
2021-06-10,-1.846961,27.0
2021-06-11,-1.659325,19.0
2021-06-12,-1.470915,8.0
2021-06-13,-1.282432,15.0
2021-06-14,-1.09471,12.0
2021-06-15,1.293452,11.0
2021-06-16,1.476577,11.0
2021-06-17,1.655569,12.0
2021-06-18,1.829018,21.0
2021-06-19,1.995392,15.0
2021-06-20,2.153056,14.0
2021-06-21,2.300306,13.0
2021-06-22,2.4354,16.0
2021-06-23,0.354419,12.0
2021-06-24,1.715213,11.0
2021-06-25,1.803595,23.0
2021-06-26,1.873265,19.0
2021-06-27,1.922885,33.0
2021-06-28,1.951309,46.0
2021-06-29,1.957603,56.0
2021-06-30,1.941066,54.0
2021-07-01,1.90124,57.0
2021-07-02,1.837911,62.0
2021-07-03,2.698086,60.0
2021-07-04,2.588057,50.0
2021-07-05,2.455273,45.0
2021-07-06,2.300395,49.0
2021-07-07,2.12426,20.0
2021-07-08,1.927862,16.0
2021-07-09,1.712337,11.0
2021-07-10,1.478956,15.0
2021-07-11,1.229131,21.0
2021-07-12,3.166619,23.0
2021-07-13,2.888892,21.0
2021-07-14,2.600343,30.0
2021-07-15,2.303864,22.0
2021-07-16,2.003545,35.0
2021-07-17,1.705537,49.0
2021-07-18,1.419359,48.0
2021-07-19,1.159499,48.0
2021-07-20,0.946532,46.0
2021-07-21,-0.141048,72.0
2021-07-22,-0.184573,76.0
2021-07-23,-0.11676,57.0
2021-07-24,0.058447,32.0
2021-07-25,0.31975,36.0
2021-07-26,0.636847,31.0
2021-07-27,0.979025,18.0
2021-07-28,1.319602,6.0
2021-07-29,1.637031,3.0
2021-07-30,1.914955,0.0
2021-07-31,2.142265,3.0
2021-08-01,2.31305,8.0
2021-08-02,2.426123,13.0
2021-08-03,2.484055,17.0
2021-08-04,2.491973,17.0
2021-08-05,0.254197,22.0
2021-08-06,0.181994,8.0
2021-08-07,0.079854,0.0
2021-08-08,-0.046201,0.0
2021-08-09,-0.190972,7.0
2021-08-10,-0.350121,0.0
2021-08-11,-0.520124,18.0
2021-08-12,1.504,7.0
2021-08-13,1.320091,9.0
2021-08-14,1.132028,19.0
2021-08-15,0.941132,21.0
2021-08-16,0.748444,20.0
2021-08-17,0.554832,15.0
2021-08-18,0.361076,13.0
2021-08-19,0.16797,22.0
2021-08-20,-0.023587,12.0
2021-08-21,0.734487,16.0
2021-08-22,0.54964,19.0
2021-08-23,0.370665,16.0
2021-08-24,0.199873,20.0
2021-08-25,0.040147,36.0
2021-08-26,-0.105043,48.0
2021-08-27,-0.231706,71.0
2021-08-28,-0.335517,75.0
2021-08-29,-0.412177,51.0
2021-08-30,-0.457897,43.0
2021-08-31,-0.46996,39.0
2021-09-01,-2.649359,38.0
2021-09-02,-2.592311,33.0
2021-09-03,-2.503212,26.0
2021-09-04,-2.385538,71.0
2021-09-05,-2.243482,74.0
2021-09-06,-2.081442,83.0
2021-09-07,0.298558,84.0
2021-09-08,0.488408,97.0
2021-09-09,0.68708,101.0
2021-09-10,0.891926,96.0
2021-09-11,-1.101374,72.0
2021-09-12,-0.890196,49.0
2021-09-13,-0.678135,33.0
2021-09-14,-0.466394,23.0
2021-09-15,-0.256056,10.0
2021-09-16,-0.04816,0.0
2021-09-17,0.156245,0.0
2021-09-18,0.356051,0.0
2021-09-19,0.550069,13.0
2021-09-20,0.73702,43.0
2021-09-21,0.915538,65.0
2021-09-22,1.084186,81.0
2021-09-23,1.241474,70.0
2021-09-24,3.588068,60.0
2021-09-25,2.771128,45.0
2021-09-26,2.885322,50.0
2021-09-27,2.982263,50.0
2021-09-28,3.060625,57.0
2021-09-29,1.863991,70.0
2021-09-30,1.901646,45.0
2021-10-01,1.917408,38.0
2021-10-02,1.910415,34.0
2021-10-03,1.879931,27.0
2021-10-04,1.82534,35.0
2021-10-05,1.746146,30.0
2021-10-06,1.641972,26.0
2021-10-07,1.512565,16.0
2021-10-08,1.357814,19.0
2021-10-09,1.177771,23.0
2021-10-10,0.972696,38.0
2021-10-11,0.743132,30.0
2021-10-12,0.490016,17.0
2021-10-13,2.417049,20.0
2021-10-14,2.122326,20.0
2021-10-15,1.812004,12.0
2021-10-16,1.49265,11.0
2021-10-17,1.175136,0.0
2021-10-18,0.876903,17.0
2021-10-19,0.623656,13.0
2021-10-20,0.447553,12.0
2021-10-21,0.378333,17.0
2021-10-22,0.429099,36.0
2021-10-23,0.587765,48.0
2021-10-24,0.823089,40.0
2021-10-25,1.098926,66.0
2021-10-26,1.384755,90.0
2021-10-27,1.658938,103.0
2021-10-28,1.907769,97.0
2021-10-29,2.123473,82.0
2021-10-30,2.302477,76.0
2021-10-31,2.444108,65.0
2021-11-01,2.549642,51.0
2021-11-02,3.178126,43.0
2021-11-03,3.219582,33.0
2021-11-04,3.233973,28.0
2021-11-05,3.224686,37.0
2021-11-06,3.194916,34.0
2021-11-07,3.147581,30.0
2021-11-08,2.528713,40.0
2021-11-09,2.453705,44.0
2021-11-10,2.367951,41.0
2021-11-11,2.273127,43.0
2021-11-12,2.170653,36.0
2021-11-13,2.061734,27.0
2021-11-14,1.947388,20.0
2021-11-15,2.385043,24.0
2021-11-16,2.262314,32.0
2021-11-17,2.136404,29.0
2021-11-18,1.451322,23.0
2021-11-19,1.32071,22.0
2021-11-20,1.188499,22.0
2021-11-21,1.055179,23.0
2021-11-22,0.921257,23.0
2021-11-23,-1.414896,33.0
2021-11-24,-1.54832,43.0
2021-11-25,0.52167,26.0
2021-11-26,0.391503,44.0
2021-11-27,0.26425,41.0
2021-11-28,0.697482,48.0
2021-11-29,0.579204,44.0
2021-11-30,0.467206,59.0
2021-12-01,0.362797,43.0
2021-12-02,0.267313,38.0
2021-12-03,0.182058,29.0
2021-12-04,0.108223,19.0
2021-12-05,0.046791,24.0
2021-12-06,-0.001553,13.0
2021-12-07,-0.036504,12.0
2021-12-08,-0.05819,6.0
2021-12-09,-0.067192,0.0
2021-12-10,-0.064518,0.0
2021-12-11,-0.051549,0.0
2021-12-12,-0.586505,13.0
2021-12-13,-0.55811,24.0
2021-12-14,-0.524862,46.0
2021-12-15,-0.488701,78.0
2021-12-16,-0.451506,107.0
2021-12-17,-2.617224,111.0
2021-12-18,-2.583134,109.0
2021-12-19,-2.552893,118.0
2021-12-20,-2.527825,121.0
2021-12-21,-2.509099,132.0
2021-12-22,-0.295563,150.0
2021-12-23,-0.292457,145.0
2021-12-24,-0.298363,118.0
2021-12-25,-0.313912,114.0
2021-12-26,-0.339609,95.0
2021-12-27,-0.375821,107.0
2021-12-28,-0.422748,103.0
2021-12-29,-2.68255,87.0
2021-12-30,-2.750557,69.0
2021-12-31,-2.828195,60.0
2022-01-01,-2.914064,48.0
2022-01-02,-0.803638,27.0
2022-01-03,-0.897525,10.0
2022-01-04,-0.987847,10.0
2022-01-05,-1.066333,23.0
2022-01-06,-1.121752,34.0
2022-01-07,-1.140262,44.0
2022-01-08,-1.107183,44.0
2022-01-09,-1.010306,54.0
2022-01-10,-0.84356,54.0
2022-01-11,-0.608891,51.0
2022-01-12,-0.315296,76.0
2022-01-13,0.024001,85.0
2022-01-14,0.394465,98.0
2022-01-15,1.338733,95.0
2022-01-16,1.731084,102.0
2022-01-17,2.116608,80.0
2022-01-18,1.927847,66.0
2022-01-19,2.26732,58.0
2022-01-20,2.568552,57.0
2022-01-21,2.823323,23.0
2022-01-22,3.026219,24.0
2022-01-23,2.228312,20.0
2022-01-24,2.325017,33.0
2022-01-25,2.37352,52.0
2022-01-26,2.379705,69.0
2022-01-27,2.350178,81.0
2022-01-28,3.238468,72.0
2022-01-29,3.156607,66.0
2022-01-30,3.056748,83.0
2022-01-31,2.943172,75.0
2022-02-01,2.819311,77.0
2022-02-02,2.68784,72.0
2022-02-03,2.550802,80.0
2022-02-04,2.966286,100.0
2022-02-05,2.82229,91.0
2022-02-06,2.676181,78.0
2022-02-07,2.528529,76.0
2022-02-08,2.379731,75.0
2022-02-09,2.230064,68.0
2022-02-10,2.079722,72.0
2022-02-11,1.928863,75.0
2022-02-12,1.777633,54.0
2022-02-13,1.626198,46.0
2022-02-14,1.474778,63.0
2022-02-15,1.323672,81.0
2022-02-16,1.173293,87.0
2022-02-17,0.46764,80.0
2022-02-18,0.32058,49.0
2022-02-19,0.176513,42.0
2022-02-20,0.036659,48.0
2022-02-21,-0.097481,48.0
2022-02-22,0.332452,38.0
2022-02-23,0.215422,36.0
2022-02-24,-0.446247,32.0
2022-02-25,-0.536963,23.0
2022-02-26,-0.610835,25.0
2022-02-27,-0.665631,32.0
2022-02-28,-0.699589,56.0
2022-03-01,-0.711647,72.0
2022-03-02,-0.701617,78.0
2022-03-03,-0.670243,88.0
2022-03-04,-0.619143,87.0
2022-03-05,-0.550635,85.0
2022-03-06,-0.467509,79.0
2022-03-07,-0.372791,89.0
2022-03-08,-0.269537,91.0
2022-03-09,-0.160686,89.0
2022-03-10,-0.048967,94.0
2022-03-11,0.063147,91.0
2022-03-12,0.173446,91.0
2022-03-13,0.279974,85.0
2022-03-14,0.381001,84.0
2022-03-15,0.474997,75.0
2022-03-16,0.560602,62.0
2022-03-17,0.6366,50.0
2022-03-18,0.701897,35.0
2022-03-19,0.755501,36.0
2022-03-20,0.796509,52.0
2022-03-21,0.82409,51.0
2022-03-22,0.837472,47.0
2022-03-23,0.835922,49.0
2022-03-24,0.818735,51.0
2022-03-25,0.785203,51.0
2022-03-26,0.73459,61.0
2022-03-27,0.666099,96.0
2022-03-28,0.578827,137.0
2022-03-29,0.471712,142.0
2022-03-30,0.34348,115.0
2022-03-31,0.749129,124.0
2022-04-01,0.573605,130.0
2022-04-02,0.37109,121.0
2022-04-03,0.138665,118.0
2022-04-04,-0.127192,82.0
2022-04-05,-0.430634,86.0
2022-04-06,-0.776378,74.0
2022-04-07,-1.169477,57.0
2022-04-08,-1.614814,53.0
2022-04-09,-2.116155,38.0
2022-04-10,-2.673887,21.0
2022-04-11,-3.005568,11.0
2022-04-12,-2.38509,14.0
2022-04-13,-1.764705,33.0
2022-04-14,-1.170491,41.0
2022-04-15,-0.61656,46.0
2022-04-16,-0.113023,64.0
2022-04-17,0.333974,86.0
2022-04-18,0.721674,100.0
2022-04-19,1.049854,95.0
2022-04-20,0.763561,99.0
2022-04-21,0.978926,113.0
2022-04-22,1.143515,111.0
2022-04-23,1.262289,126.0
2022-04-24,1.340704,129.0
2022-04-25,1.384344,119.0
2022-04-26,1.398597,132.0
2022-04-27,1.388419,133.0
2022-04-28,1.358201,134.0
2022-04-29,1.311719,105.0
